AAL57904.1.10_10815	AAL57904.1.10_10815
AAL57904.1.10_10815	ACG63545.1.10_10816
AIK23440.1.1_10913	AIK23440.1.1_10913
AIA62264.1.1.8_10168	AIA62264.1.1.8_10168
AAK91591.1.10_10416	AAK91591.1.10_10416
AFS33288.1.6_10418	AFS33288.1.6_10418
AFS33288.1.6_10418	BAU71153.1.6_10458
AFS33288.1.6_10418	ADO85550.2.6_10419
AFS33288.1.6_10418	CAB40546.1.6_10440
AIK23441.1.8_10928	AIK23441.1.8_10928
ATE87092.1_11947	ATE87092.1_11947
AWV67038.1.1.13_10190	AWV67038.1.1.13_10190
AIA62251.1.1.8_10158	AIA62251.1.1.8_10158
AEP69150.1.9_10708	AEP69150.1.9_10708
AEP69150.1.9_10708	ACK37423.1.9_10701
AEP69150.1.9_10708	ACK37385.1.9_10663
AEP69150.1.9_10708	ABF51206.1.9_10655
AEP69150.1.9_10708	ACK37396.1.9_10675
AEP69150.1.9_10708	ABF51198.1.9_10699
AEP69150.1.9_10708	ABF51185.1.9_10664
AEP69150.1.9_10708	ACK37397.1.9_10676
AEP69150.1.9_10708	ABF51190.1.9_10669
AEP69150.1.9_10708	ACK37427.1.9_10703
AEP69150.1.9_10708	ACK37402.1.9_10682
AEP69150.1.9_10708	ACK37433.1.9_10638
AEP69150.1.9_10708	ABF51192.1.9_10639
AEP69150.1.9_10708	ACK37384.1.9_10658
AEP69150.1.9_10708	ACK37431.1.9_10704
AEP69150.1.9_10708	ABF51202.1.9_10653
AEP69150.1.9_10708	ACK37410.1.9_10693
AEP69150.1.9_10708	ACK37398.1.9_10677
AEP69150.1.9_10708	ACK37374.1.9_10645
AEP69150.1.9_10708	ACK37382.1.9_10656
AEP69150.1.9_10708	ACK37419.1.9_10698
AEP69150.1.9_10708	ACK37394.1.9_10673
AEP69150.1.9_10708	ACT89355.1.9_10705
AEP69150.1.9_10708	ACK37408.1.9_10688
AEP69150.1.9_10708	ACK37400.1.9_10680
AEP69150.1.9_10708	ACK37412.1.9_10695
AEP69150.1.9_10708	ABF51187.1.9_10643
AEP69150.1.9_10708	ACK37401.1.9_10681
AEP69150.1.9_10708	ACK37376.1.9_10647
AEP69150.1.9_10708	ACK37403.1.9_10684
AEP69150.1.9_10708	ACK37367.1.9_10633
AEP69150.1.9_10708	ABF51200.1.9_10667
AEP69150.1.9_10708	ABF51186.1.9_10689
AEP69150.1.9_10708	ACK37381.1.9_10654
AEP69150.1.9_10708	ACK37406.1.9_10687
AEP69150.1.9_10708	BAA00168.1.9_10634
AEP69150.1.9_10708	ACK37389.1.9_10668
AEP69150.1.9_10708	ABF51191.1.9_10650
AEP69150.1.9_10708	ACK37375.1.9_10646
AEP69150.1.9_10708	CAA26181.1.9_10635
AEP69150.1.9_10708	ABF51196.1.9_10692
AEP69150.1.9_10708	ABF51188.1.9_10690
AEP69150.1.9_10708	ACK37405.1.9_10686
AEP69150.1.9_10708	ABF51205.1.9_10674
AEP69150.1.9_10708	ABF51197.1.9_10636
AEP69150.1.9_10708	ABF51204.1.9_10691
AEP69150.1.9_10708	ACK37404.1.9_10685
AEP69150.1.9_10708	ABF51199.1.9_10660
AEP69150.1.9_10708	AAA45762.1.9_10700
AEP69150.1.9_10708	ACK37391.1.9_10670
AEP69150.1.9_10708	ACK37387.1.9_10665
AEP69150.1.9_10708	ACK37413.1.9_10696
AEP69150.1.9_10708	ACK37378.1.9_10649
AEP69150.1.9_10708	ABF51194.1.9_10678
AEP69150.1.9_10708	ACK37379.1.9_10652
AEP69150.1.9_10708	ABF51201.1.9_10672
AEP69150.1.9_10708	ACK37377.1.9_10648
AEP69150.1.9_10708	ABF51189.1.9_10661
AEP69150.1.9_10708	AFD64773.1.9_10710
AEP69150.1.9_10708	ACK37383.1.9_10657
AEP69150.1.9_10708	ABF51195.1.9_10659
AEP69150.1.9_10708	AEP69155.1.9_10709
AEP69150.1.9_10708	ACK37392.1.9_10671
AEP69150.1.9_10708	ACK37399.1.9_10679
AEP69150.1.9_10708	ABF51203.1.9_10697
AEP69150.1.9_10708	AEG75268.1.9_10707
AEP69150.1.9_10708	ACK37372.1.9_10642
AEP69150.1.9_10708	ABO69521.1.9_10706
AEP69150.1.9_10708	ACK37388.1.9_10666
AEP69150.1.9_10708	ACK37369.1.9_10637
ABQ57207.1.1.8_10174	ABQ57207.1.1.8_10174
ABQ57207.1.1.8_10174	ABQ57214.1.1.8_10174
AAU06352.1.1.16_10183	AAU06352.1.1.16_10183
AAU06352.1.1.16_10183	AAU06353.1.1.16_10183
AKV63204.1.1.11_10208	AKV63204.1.1.11_10208
AKV63204.1.1.11_10208	AAA70233.1.1.11_10207
AKV63204.1.1.11_10208	AKV63203.1.1.11_10208
ASF90443.1.1.9_10178	ASF90443.1.1.9_10178
QGX41944.1.1.8_10171	QGX41944.1.1.8_10171
ABQ57207.1.1.12_10174	ABQ57207.1.1.12_10174
ABQ57207.1.1.12_10174	ABQ57214.1.1.12_10174
ABQ57207.1.1.12_10174	AFU92103.1.1.12_10157
QFU19754.1.1.6_10252	QFU19754.1.1.6_10252
QFU19754.1.1.6_10252	QFU19753.1.1.6_10252
ATP66783.1.1.5_10177	ATP66783.1.1.5_10177
AKV63204.1.1.10_10208	AKV63204.1.1.10_10208
AKV63204.1.1.10_10208	AAA70233.1.1.10_10207
AKV63204.1.1.10_10208	AKV63203.1.1.10_10208
ABQ57207.1.1.13_10174	ABQ57207.1.1.13_10174
ABQ57207.1.1.13_10174	ABQ57214.1.1.13_10174
QGX41944.1.1.11_10171	QGX41944.1.1.11_10171
ASF90443.1.1.10_10178	ASF90443.1.1.10_10178
AAS58176.2.1.12_10175	AAS58176.2.1.12_10175
AFD29233.1.1.9_10197	AFD29233.1.1.9_10197
ABG47077.1.1.8_10173	ABG47077.1.1.8_10173
AAS58176.2.1.8_10175	AAS58176.2.1.8_10175
AYH64861.2.1.8_10170	AYH64861.2.1.8_10170
ATP66742.1.1.15_10184	ATP66742.1.1.15_10184
ATP66742.1.1.15_10184	AJA91194.1.1.16_10181
ATP66742.1.1.15_10184	AAT84351.1.1.15_10180
ATP66742.1.1.15_10184	AAT98578.1.1.17_10182
AFR79256.1.1.11_10160	AFR79256.1.1.11_10160
AFR79256.1.1.11_10160	AAG48590.1.1.11_10159
AFR79256.1.1.11_10160	AFR79255.1.1.11_10160
AFR79256.1.1.11_10160	AAG48591.1.1.11_10159
AFD29193.2.1.6_10200	AFD29193.2.1.6_10200
AID16672.2.1.8_10161	AID16672.2.1.8_10161
ACJ14503.1_12246	ACJ14503.1_12246
AAG48590.1.1.9_10159	AAG48590.1.1.9_10159
AAG48590.1.1.9_10159	AFR79255.1.1.9_10160
AAG48590.1.1.9_10159	AFR79256.1.1.9_10160
AAG48590.1.1.9_10159	AAG48591.1.1.9_10159
AFD29193.2.1.8_10200	AFD29193.2.1.8_10200
AFK65740.1.9_10740	AFK65740.1.9_10740
AFK65740.1.9_10740	AEG42388.1.9_10739
AFK65740.1.9_10740	ACK37409.1.9_10728
AFK65740.1.9_10740	AAA45756.1.9_10717
AFK65740.1.9_10740	ACK37417.1.9_10730
AFK65740.1.9_10740	AEP69156.1.9_10741
AFK65740.1.9_10740	ACK37393.1.9_10742
AFK65740.1.9_10740	ACK37420.1.9_10732
AFK65740.1.9_10740	ABF51180.1.9_10716
AFK65740.1.9_10740	ABF51179.1.9_10713
AFK65740.1.9_10740	ACK37407.1.9_10726
AFK65740.1.9_10740	ACK37444.1.9_10725
AFK65740.1.9_10740	ABF51182.1.9_10724
AFK65740.1.9_10740	ABF51181.1.9_10721
AFK65740.1.9_10740	ABF51183.1.9_10727
AFK65740.1.9_10740	ACK37411.1.9_10729
AFK65740.1.9_10740	ACK37424.1.9_10733
AFK65740.1.9_10740	ACK37425.1.9_10734
ATP66783.1.1.11_10177	ATP66783.1.1.11_10177
AFD29243.1.1.6_10199	AFD29243.1.1.6_10199
APD51482.1.1.9_10176	APD51482.1.1.9_10176
APD51482.1.1.9_10176	APD51481.1.1.9_10176
AAS58176.2.1.11_10175	AAS58176.2.1.11_10175
AAS58176.2.1.11_10175	APD51482.1.1.11_10176
AAS58176.2.1.11_10175	APD51481.1.1.11_10176
BAA24003.1.9_10589	BAA24003.1.9_10589
AJO67755.1.1.3_10239	AJO67755.1.1.3_10239
AFD29243.1.1.8_10199	AFD29243.1.1.8_10199
AMQ25905.1.1_10834	AMQ25905.1.1_10834
APD51482.1.1.14_10176	APD51482.1.1.14_10176
APD51482.1.1.14_10176	APD51481.1.1.14_10176
APD51482.1.1.14_10176	AFR79256.1.1.14_10160
APD51482.1.1.14_10176	AAG48591.1.1.14_10159
APD51482.1.1.14_10176	AAG48590.1.1.14_10159
APD51482.1.1.14_10176	AFR79255.1.1.14_10160
APD51482.1.1.14_10176	QLE11824.1.1.15_10153
APD51482.1.1.14_10176	AZF86123.1.1.14_10169
AFD29243.1.1.11_10199	AFD29243.1.1.11_10199
ATP66783.1.1.6_10177	ATP66783.1.1.6_10177
QHD43415.1.1.16_10195	QHD43415.1.1.16_10195
QHD43415.1.1.16_10195	QSH72956.1.1.16_9614
QHD43415.1.1.16_10195	QSH72955.1.1.16_9614
AAS58176.2.1.9_10175	AAS58176.2.1.9_10175
AID16672.2.1.9_10161	AID16672.2.1.9_10161
ABW87818.1.1.9_10205	ABW87818.1.1.9_10205
ABW87818.1.1.9_10205	AHB63480.1.1.9_10206
ABW87818.1.1.9_10205	ABW87819.1.1.9_10205
AKV63204.1.1.9_10208	AKV63204.1.1.9_10208
AKV63204.1.1.9_10208	AAA70233.1.1.9_10207
AKV63204.1.1.9_10208	AKV63203.1.1.9_10208
QCX35159.1.1.11_10166	QCX35159.1.1.11_10166
QCX35159.1.1.9_10166	QCX35159.1.1.9_10166
ACJ12034.1.1.6_10198	ACJ12034.1.1.6_10198
AFD29225.1.1.9_10203	AFD29225.1.1.9_10203
AFD29225.1.1.6_10203	AFD29225.1.1.6_10203
AIA62245.1.1.10_10165	AIA62245.1.1.10_10165
AIA62245.1.1.8_10165	AIA62245.1.1.8_10165
AFD29233.1.1.6_10197	AFD29233.1.1.6_10197
AFD29200.1.1.8_10202	AFD29200.1.1.8_10202
ACA52169.1.1.14_10164	ACA52169.1.1.14_10164
ACA52169.1.1.14_10164	AIA62251.1.1.14_10158
ACA52169.1.1.14_10164	ACA52170.1.1.14_10164
ACA52169.1.1.14_10164	QGX41956.1.1.13_10167
ACA52169.1.1.14_10164	AIA62245.1.1.13_10165
AKA64451.1.9_10622	AKA64451.1.9_10622
AKA64451.1.9_10622	AKA64452.1.9_10623
AFD29200.1.1.6_10202	AFD29200.1.1.6_10202
AKF17722.1.1.8_10209	AKF17722.1.1.8_10209
AKF17722.1.1.8_10209	AAA70233.1.1.7_10207
AKF17722.1.1.8_10209	AKV63203.1.1.7_10208
AKF17722.1.1.8_10209	AKV63204.1.1.7_10208
AKF17722.1.1.8_10209	AKF17723.1.1.8_10209
QGX41956.1.1.10_10167	QGX41956.1.1.10_10167
AFD29233.1.1.8_10197	AFD29233.1.1.8_10197
AZF86123.1.1.11_10169	AZF86123.1.1.11_10169
AZF86123.1.1.9_10169	AZF86123.1.1.9_10169
AZF86123.1.1.9_10169	QGX41956.1.1.8_10167
AAA70233.1.1.12_10207	AAA70233.1.1.12_10207
AAA70233.1.1.12_10207	AKV63203.1.1.12_10208
AAA70233.1.1.12_10207	AKV63204.1.1.12_10208
AAA70233.1.1.12_10207	AKF17723.1.1.13_10209
AAA70233.1.1.12_10207	AKF17722.1.1.13_10209
