CF-AAA02739.1.1.2_7195_relaxed	CF-AAA02739.1.1.2_7195_relaxed
CF-AAA02739.1.1.2_7195_relaxed	CF-ABB90673.1.1.2_7197_relaxed
CF-AAA02870.1_119_relaxed	CF-AAA02870.1_119_relaxed
CF-AAA03189.1.1_6577_relaxed	CF-AAA03189.1.1_6577_relaxed
CF-AAA03189.1.1_6577_relaxed	CF-AED98521.1.1_6590_relaxed
CF-AAA03189.1.2_6577_relaxed	CF-AAA03189.1.2_6577_relaxed
CF-AAA03189.1.3_6577_relaxed	CF-AAA03189.1.3_6577_relaxed
CF-AAA03189.1.4_6577_relaxed	CF-AAA03189.1.4_6577_relaxed
CF-AAA03189.1.5_6577_relaxed	CF-AAA03189.1.5_6577_relaxed
CF-AAA18252.1_11732_relaxed	CF-AAA18252.1_11732_relaxed
CF-AAA20225.1_8637_relaxed	CF-AAA20225.1_8637_relaxed
CF-AAA42430.1_12244_relaxed	CF-AAA42430.1_12244_relaxed
CF-AAA42854.1.1.1_7240_relaxed	CF-AAA42854.1.1.1_7240_relaxed
CF-AAA42854.1.1.2_7240_relaxed	CF-AAA42854.1.1.2_7240_relaxed
CF-AAA42854.1.1.5_7240_relaxed	CF-AAA42854.1.1.5_7240_relaxed
CF-AAA42854.1.1.9_7240_relaxed	CF-AAA42854.1.1.9_7240_relaxed
CF-AAA42854.1.1.9_7240_relaxed	CF-APG77307.1.1.5_10232_relaxed
CF-AAA42854.1.1.9_7240_relaxed	CF-AAF82690.2.1.6_10234_relaxed
CF-AAA42854.1.1.9_7240_relaxed	CF-APG77342.1.1.4_10231_relaxed
CF-AAA42854.1.1.9_7240_relaxed	CF-AIA62264.1.1.26_10168_relaxed
CF-AAA42854.1.1.9_7240_relaxed	CF-AOZ57153.1.1.3_10250_relaxed
CF-AAA42854.1.1.9_7240_relaxed	CF-QOW03296.1.1.4_10233_relaxed
CF-AAA42854.1.1.9_7240_relaxed	EF-AYD75846.1.1.2_10227_relaxed
CF-AAA42854.1.1.9_7240_relaxed	CF-QNM37795.1.1.3_10226_relaxed
CF-AAA42854.1.1.9_7240_relaxed	CF-AGE00056.1.1.4_10215_relaxed
CF-AAA42854.1.1.9_7240_relaxed	CF-APG77323.1.1.4_10212_relaxed
CF-AAA42854.1.1.9_7240_relaxed	CF-QEG08237.1.1.3_10210_relaxed
CF-AAA42854.1.1.9_7240_relaxed	CF-QGQ56578.1.1.6_10211_relaxed
CF-AAA42854.1.1.9_7240_relaxed	CF-QPD01782.1.1.3_10225_relaxed
CF-AAA42854.1.1.9_7240_relaxed	CF-QNM37791.1.1.3_10224_relaxed
CF-AAA43037.1.1.1_10358_relaxed	CF-AAA43037.1.1.1_10358_relaxed
CF-AAA43037.1.1.2_10358_relaxed	CF-AAA43037.1.1.2_10358_relaxed
CF-AAA43037.1.5_10358_relaxed	CF-AAA43037.1.5_10358_relaxed
CF-AAA43037.1.8_10358_relaxed	CF-AAA43037.1.8_10358_relaxed
CF-AAA43535.1_9914_relaxed	CF-AAA43535.1_9914_relaxed
CF-AAA43536.1_9914_relaxed	CF-AAA43536.1_9914_relaxed
CF-AAA43716.1_9915_relaxed	CF-AAA43716.1_9915_relaxed
CF-AAA43716.1_9915_relaxed	CF-CAA24272.1_9914_relaxed
